title_theta content_theta p r
0.1 0.1 0.30406001765225066 0.936141304347826
0.1 0.1473684210526316 0.3402010050251256 0.9198369565217391
0.1 0.19473684210526315 0.3794068270844992 0.9211956521739131
0.1 0.24210526315789474 0.40725075528700905 0.9157608695652174
0.1 0.2894736842105263 0.42604298356510745 0.9157608695652174
0.1 0.33684210526315794 0.424375 0.9225543478260869
0.1 0.38421052631578945 0.43414322250639387 0.9225543478260869
0.1 0.43157894736842106 0.47776993648553284 0.9198369565217391
0.1 0.4789473684210527 0.4781073446327684 0.9198369565217391
0.1 0.5263157894736842 0.48150782361308675 0.9198369565217391
0.1 0.5736842105263158 0.43082437275985663 0.8165760869565217
0.1 0.6210526315789474 0.43082437275985663 0.8165760869565217
0.1 0.6684210526315789 0.4341534008683068 0.8152173913043478
0.1 0.7157894736842105 0.4341534008683068 0.8152173913043478
0.1 0.7631578947368421 0.43364757070340826 0.8125
0.1 0.8105263157894737 0.43364757070340826 0.8125
0.1 0.8578947368421053 0.43364757070340826 0.8125
0.1 0.9052631578947369 0.43427741466957154 0.8125
0.1 0.9526315789473684 0.43427741466957154 0.8125
0.1 1.0 0.43427741466957154 0.8125
0.1473684210526316 0.1 0.32653061224489793 0.9347826086956522
0.1473684210526316 0.1473684210526316 0.36285560923242083 0.9184782608695652
0.1473684210526316 0.19473684210526315 0.4133738601823708 0.9239130434782609
0.1473684210526316 0.24210526315789474 0.43038779402415767 0.9198369565217391
0.1473684210526316 0.2894736842105263 0.46749654218533887 0.9184782608695652
0.1473684210526316 0.33684210526315794 0.4836647727272727 0.9252717391304348
0.1473684210526316 0.38421052631578945 0.5007363770250368 0.9239130434782609
0.1473684210526316 0.43157894736842106 0.5537459283387622 0.9239130434782609
0.1473684210526316 0.4789473684210527 0.5713058419243986 0.9035326086956522
0.1473684210526316 0.5263157894736842 0.5757575757575758 0.9035326086956522
0.1473684210526316 0.5736842105263158 0.558601134215501 0.8029891304347826
0.1473684210526316 0.6210526315789474 0.5396039603960396 0.7404891304347826
0.1473684210526316 0.6684210526315789 0.5398406374501992 0.7364130434782609
0.1473684210526316 0.7157894736842105 0.5466804979253111 0.7160326086956522
0.1473684210526316 0.7631578947368421 0.5446058091286307 0.7133152173913043
0.1473684210526316 0.8105263157894737 0.5446058091286307 0.7133152173913043
0.1473684210526316 0.8578947368421053 0.5441329179646937 0.7119565217391305
