title_theta content_theta p r
0.1 0.1 0.044837304637458365 0.8928571428571429
0.1 0.1473684210526316 0.04488744236506645 0.8443877551020408
0.1 0.19473684210526315 0.04706396619554131 0.8239795918367347
0.1 0.24210526315789474 0.04507042253521127 0.8163265306122449
0.1 0.2894736842105263 0.04574978819542502 0.826530612244898
0.1 0.33684210526315794 0.045270364677937686 0.826530612244898
0.1 0.38421052631578945 0.04431519180168952 0.8163265306122449
0.1 0.43157894736842106 0.043088215305151556 0.8086734693877551
0.1 0.4789473684210527 0.04215488215488215 0.798469387755102
0.1 0.5263157894736842 0.04117108874656908 0.8035714285714286
0.1 0.5736842105263158 0.040609787343069435 0.8086734693877551
0.1 0.6210526315789474 0.0392156862745098 0.7602040816326531
0.1 0.6684210526315789 0.0392156862745098 0.7602040816326531
0.1 0.7157894736842105 0.03881578947368421 0.7525510204081632
0.1 0.7631578947368421 0.038978140637345275 0.7551020408163265
0.1 0.8105263157894737 0.039117219505748646 0.7551020408163265
0.1 0.8578947368421053 0.039117219505748646 0.7551020408163265
0.1 0.9052631578947369 0.039117219505748646 0.7551020408163265
0.1 0.9526315789473684 0.039117219505748646 0.7551020408163265
0.1 1.0 0.039117219505748646 0.7551020408163265
0.1473684210526316 0.1 0.05871467025572005 0.8903061224489796
0.1473684210526316 0.1473684210526316 0.07802512673572845 0.9030612244897959
0.1473684210526316 0.19473684210526315 0.08378448053622067 0.8290816326530612
0.1473684210526316 0.24210526315789474 0.08326908249807248 0.826530612244898
0.1473684210526316 0.2894736842105263 0.08011796510199067 0.8316326530612245
0.1473684210526316 0.33684210526315794 0.0815717483213131 0.8367346938775511
0.1473684210526316 0.38421052631578945 0.0826592517694641 0.8341836734693877
0.1473684210526316 0.43157894736842106 0.08220230473751601 0.8188775510204082
0.1473684210526316 0.4789473684210527 0.07941249688822505 0.8137755102040817
0.1473684210526316 0.5263157894736842 0.08538232910024318 0.8061224489795918
0.1473684210526316 0.5736842105263158 0.08540540540540541 0.8061224489795918
0.1473684210526316 0.6210526315789474 0.08556728946655835 0.8061224489795918
0.1473684210526316 0.6684210526315789 0.08188520273828331 0.7933673469387755
0.1473684210526316 0.7157894736842105 0.08188520273828331 0.7933673469387755
0.1473684210526316 0.7631578947368421 0.08113157192420603 0.7755102040816326
0.1473684210526316 0.8105263157894737 0.08067092651757188 0.7729591836734694
0.1473684210526316 0.8578947368421053 0.0796908315565032 0.7627551020408163
0.1473684210526316 0.9052631578947369 0.0796908315565032 0.7627551020408163
0.1473684210526316 0.9526315789473684 0.0796908315565032 0.7627551020408163
0.1473684210526316 1.0 0.0796908315565032 0.7627551020408163
0.19473684210526315 0.1 0.06891917834517182 0.9158163265306123
0.19473684210526315 0.1473684210526316 0.09854014598540146 0.8954081632653061
0.19473684210526315 0.19473684210526315 0.10583707504810776 0.8418367346938775
0.19473684210526315 0.24210526315789474 0.11824561403508772 0.8596938775510204
0.19473684210526315 0.2894736842105263 0.124857251617815 0.8367346938775511
0.19473684210526315 0.33684210526315794 0.13096646942800788 0.8469387755102041
0.19473684210526315 0.38421052631578945 0.13067292644757433 0.8520408163265306
0.19473684210526315 0.43157894736842106 0.12357846853677028 0.8316326530612245
0.19473684210526315 0.4789473684210527 0.12529644268774703 0.8086734693877551
0.19473684210526315 0.5263157894736842 0.11336336336336336 0.7704081632653061
0.19473684210526315 0.5736842105263158 0.11459909228441754 0.7729591836734694
0.19473684210526315 0.6210526315789474 0.11990502572220024 0.7729591836734694
0.19473684210526315 0.6684210526315789 0.11811023622047244 0.7653061224489796
0.19473684210526315 0.7157894736842105 0.11298353121409421 0.7525510204081632
0.19473684210526315 0.7631578947368421 0.11141841169498222 0.7193877551020408
0.19473684210526315 0.8105263157894737 0.11176240719030871 0.7295918367346939
0.19473684210526315 0.8578947368421053 0.10929599377674057 0.7168367346938775
0.19473684210526315 0.9052631578947369 0.10961614562722596 0.7066326530612245
0.19473684210526315 0.9526315789473684 0.10961614562722596 0.7066326530612245
0.19473684210526315 1.0 0.10961614562722596 0.7066326530612245
0.24210526315789474 0.1 0.07233273056057866 0.9183673469387755
0.24210526315789474 0.1473684210526316 0.10874266295953043 0.8979591836734694
0.24210526315789474 0.19473684210526315 0.11649808161841646 0.8520408163265306
0.24210526315789474 0.24210526315789474 0.13341250989707046 0.8596938775510204
0.24210526315789474 0.2894736842105263 0.15300805305542398 0.8239795918367347
0.24210526315789474 0.33684210526315794 0.16455696202531644 0.8290816326530612
0.24210526315789474 0.38421052631578945 0.17653508771929824 0.8214285714285714
0.24210526315789474 0.43157894736842106 0.19110576923076922 0.8112244897959183
0.24210526315789474 0.4789473684210527 0.19674185463659147 0.8010204081632653
0.24210526315789474 0.5263157894736842 0.18885448916408668 0.7780612244897959
0.24210526315789474 0.5736842105263158 0.18304668304668303 0.7602040816326531
0.24210526315789474 0.6210526315789474 0.18126888217522658 0.7653061224489796
0.24210526315789474 0.6684210526315789 0.17872086072922894 0.7627551020408163
0.24210526315789474 0.7157894736842105 0.17867958812840704 0.7525510204081632
0.24210526315789474 0.7631578947368421 0.18292682926829268 0.6887755102040817
0.24210526315789474 0.8105263157894737 0.1832532601235415 0.6811224489795918
0.24210526315789474 0.8578947368421053 0.1806981519507187 0.673469387755102
0.24210526315789474 0.9052631578947369 0.18341531974701336 0.6658163265306123
0.24210526315789474 0.9526315789473684 0.18341531974701336 0.6658163265306123
0.24210526315789474 1.0 0.18341531974701336 0.6658163265306123
0.2894736842105263 0.1 0.08329477093937991 0.9183673469387755
0.2894736842105263 0.1473684210526316 0.11870138654041258 0.8954081632653061
0.2894736842105263 0.19473684210526315 0.12871287128712872 0.8622448979591837
0.2894736842105263 0.24210526315789474 0.14655172413793102 0.8673469387755102
0.2894736842105263 0.2894736842105263 0.16228287841191066 0.8341836734693877
0.2894736842105263 0.33684210526315794 0.18672665916760406 0.8469387755102041
0.2894736842105263 0.38421052631578945 0.20287141073657927 0.8290816326530612
0.2894736842105263 0.43157894736842106 0.23110151187904968 0.8188775510204082
0.2894736842105263 0.4789473684210527 0.2446319018404908 0.8137755102040817
0.2894736842105263 0.5263157894736842 0.2562854825628548 0.8061224489795918
0.2894736842105263 0.5736842105263158 0.25 0.7551020408163265
0.2894736842105263 0.6210526315789474 0.25380710659898476 0.7653061224489796
0.2894736842105263 0.6684210526315789 0.2997946611909651 0.7448979591836735
0.2894736842105263 0.7157894736842105 0.3041182682154171 0.7346938775510204
0.2894736842105263 0.7631578947368421 0.2867647058823529 0.6964285714285714
0.2894736842105263 0.8105263157894737 0.2861736334405145 0.6811224489795918
0.2894736842105263 0.8578947368421053 0.2993421052631579 0.6964285714285714
0.2894736842105263 0.9052631578947369 0.2966292134831461 0.673469387755102
0.2894736842105263 0.9526315789473684 0.2920353982300885 0.673469387755102
0.2894736842105263 1.0 0.2920353982300885 0.673469387755102
0.33684210526315794 0.1 0.0830066866497579 0.9183673469387755
0.33684210526315794 0.1473684210526316 0.1202335967021642 0.8928571428571429
0.33684210526315794 0.19473684210526315 0.13346456692913386 0.8647959183673469
0.33684210526315794 0.24210526315789474 0.15121951219512195 0.8698979591836735
0.33684210526315794 0.2894736842105263 0.16448032290615539 0.8316326530612245
0.33684210526315794 0.33684210526315794 0.19099826889786498 0.8443877551020408
0.33684210526315794 0.38421052631578945 0.20516047828823158 0.8316326530612245
0.33684210526315794 0.43157894736842106 0.23270893371757925 0.8239795918367347
